URL,Amazon Info,Discounted Price,Image URL,More Image Links,Model Name,Details,More Details,Positive,Average,Negative
https://www.amazon.in/dp/B0CHXDVMVP,MRP: ₹99900 | DISCOUNT: 8% | PRICE: ₹92000 | URL: https://www.amazon.in/dp/B0CHXDVMVP,92000,https://m.media-amazon.com/images/I/71PjpS59XLL._SX679_.jpg,N/A,iPhone 15 Plus,"Brand Apple
Operating System iOS
Memory Storage Capacity 256 GB
Screen Size 6.7 Inches
Model Name iPhone 15 Plus","DYNAMIC ISLAND COMES TO IPHONE 15 — Dynamic Island bubbles up alerts and Live Activities — so you don’t miss them while you’re doing something else. You can see who’s calling, track your next ride, check your flight status, and so much more.
INNOVATIVE DESIGN — iPhone 15 Plus features a durable color-infused glass and aluminum design. It’s splash, water, and dust resistant. The Ceramic Shield front is tougher than any smartphone glass. And the 6.7"" Super Retina XDR display is up to 2x brighter in the sun compared to iPhone 14.
48MP MAIN CAMERA WITH 2X TELEPHOTO — The 48MP Main camera shoots in super-high resolution. So it’s easier than ever to take standout photos with amazing detail. The 2x optical-quality Telephoto lets you frame the perfect close-up.
NEXT-GENERATION PORTRAITS — Capture portraits with dramatically more detail and color. Just tap to shift the focus between subjects — even after you take the shot.
POWERHOUSE A16 BIONIC CHIP — The superfast chip powers advanced features like computational photography, fluid Dynamic Island transitions, and Voice Isolation for phone calls. And A16 Bionic is incredibly efficient to help deliver great all-day battery life.",Nothing found,Nothing found,Nothing found
https://www.amazon.in/dp/B0CHX41VNZ,MRP: ₹89900 | DISCOUNT: 9% | PRICE: ₹81999 | URL: https://www.amazon.in/dp/B0CHX41VNZ,81999,https://m.media-amazon.com/images/I/71nvkHnPpZL._SX679_.jpg,N/A,iPhone 15,"Brand Apple
Operating System iOS
Memory Storage Capacity 256 GB
Screen Size 6.1 Inches
Model Name iPhone 15","DYNAMIC ISLAND COMES TO IPHONE 15 — Dynamic Island bubbles up alerts and Live Activities — so you don’t miss them while you’re doing something else. You can see who’s calling, track your next ride, check your flight status, and so much more.
INNOVATIVE DESIGN — iPhone 15 features a durable color-infused glass and aluminum design. It’s splash, water, and dust resistant. The Ceramic Shield front is tougher than any smartphone glass. And the 6.1"" Super Retina XDR display is up to 2x brighter in the sun compared to iPhone 14.
48MP MAIN CAMERA WITH 2X TELEPHOTO — The 48MP Main camera shoots in super-high resolution. So it’s easier than ever to take standout photos with amazing detail. The 2x optical-quality Telephoto lets you frame the perfect close-up.
NEXT-GENERATION PORTRAITS — Capture portraits with dramatically more detail and color. Just tap to shift the focus between subjects — even after you take the shot.
POWERHOUSE A16 BIONIC CHIP — The superfast chip powers advanced features like computational photography, fluid Dynamic Island transitions, and Voice Isolation for phone calls. And A16 Bionic is incredibly efficient to help deliver great all-day battery life.",Nothing found,Nothing found,Nothing found
https://www.amazon.in/dp/B0CY299SKS,MRP: ₹10999 | DISCOUNT: 36% | PRICE: ₹6999 | URL: https://www.amazon.in/dp/B0CY299SKS,6999,https://m.media-amazon.com/images/I/51NkHXXapeL._SX679_.jpg,"https://m.media-amazon.com/images/S/aplus-media-library-service-media/7947d3f6-e2b6-45cb-a1c2-caf099f24282.__CR0,0,970,300_PT0_SX970_V1___.jpg|https://m.media-amazon.com/images/S/aplus-media-library-service-media/1da77d49-e17d-43b8-a475-aa9e30b97771.__CR0,0,970,300_PT0_SX970_V1___.jpg|https://m.media-amazon.com/images/S/aplus-media-library-service-media/8454d36f-4945-4cfd-bc71-ed173958e674.__CR0,0,970,300_PT0_SX970_V1___.jpg|https://m.media-amazon.com/images/S/aplus-media-library-service-media/3777f566-96a4-447f-9ff3-9fede99d6c8c.__CR0,0,970,300_PT0_SX970_V1___.jpg|https://m.media-amazon.com/images/S/aplus-media-library-service-media/003f1ea3-7eb2-472a-8038-ff324f2ea814.__CR0,0,970,300_PT0_SX970_V1___.jpg",MediaTek Helio,"Brand POCO
Operating System MIUI 14, Android 13.0
RAM Memory Installed Size 4 GB
CPU Model MediaTek Helio
CPU Speed 1 GHz","Processor: High performance MediaTek G85 ; Enhance gaming with 1GHz GPU | 8GB of RAM including 4GB virtual | 6.74"" HD+ 90Hz AdaptiveSync display with Corning Gorilla Glass 3 Protection | 50MP AI Triple camera |Fast Side fingerprint | 5000mAh Battery
6.74"" HD+ 90Hz AdaptiveSync display with Corning Gorilla Glass 3 Protection, 600nits in High Brightness mode
50MP AI Triple camera with Primary sensor of f/1.8 (4-in-1 super pixel) with the following modes: Photo | Portrait | Night | Video | 50MP mode | Time-lapse | Classic film filters | Frame | HDR | Google lens | Voice Shutter |",Nothing found,Nothing found,Nothing found
https://www.amazon.in/dp/B0D5YCYS1G,MRP: ₹20999 | DISCOUNT: 5% | PRICE: ₹19999 | URL: https://www.amazon.in/dp/B0D5YCYS1G,19999,https://m.media-amazon.com/images/I/61Io5-ojWUL._SX679_.jpg,"https://m.media-amazon.com/images/S/aplus-media-library-service-media/78dd69c1-642d-4ac7-bdf2-f4abdcf1287d.__CR0,0,1464,600_PT0_SX1464_V1___.jpg|https://m.media-amazon.com/images/S/aplus-media-library-service-media/c11da7a2-27c4-4e6e-8d54-7895eeba8734.__CR0,0,1464,600_PT0_SX1464_V1___.jpg|https://m.media-amazon.com/images/S/aplus-media-library-service-media/7f16bbe9-6dd3-4f61-b365-7078a2ff4237.__CR0,0,1464,600_PT0_SX1464_V1___.jpg|https://m.media-amazon.com/images/S/aplus-media-library-service-media/c79dd76e-903c-409c-9c62-3105cdc938e2.__CR0,0,1464,600_PT0_SX1464_V1___.jpg|https://m.media-amazon.com/images/S/aplus-media-library-service-media/ea89ebf8-b834-4834-b875-b5895615f1fb.__CR0,0,1464,600_PT0_SX1464_V1___.jpg|https://m.media-amazon.com/images/S/aplus-media-library-service-media/52f7aeed-cdb5-47a0-b5b5-905ec684589f.__CR0,0,1464,600_PT0_SX1464_V1___.jpg|https://m.media-amazon.com/images/S/aplus-media-library-service-media/f58502f7-40fe-4ea6-a692-25a1397630d8.__CR0,0,1464,600_PT0_SX1464_V1___.jpg|https://m.media-amazon.com/images/S/aplus-media-library-service-media/87cbd3c5-3d5d-459f-976e-4b01ea4d6821.__CR0,0,1464,600_PT0_SX1464_V1___.jpg",OnePlus Nord CE4 Lite,"Brand OnePlus
Operating System OxygenOS
RAM Memory Installed Size 8 GB
Memory Storage Capacity 128 GB
Model Name OnePlus Nord CE4 Lite","5500 mAh Battery & Reverse Charging: Ditch the power bank and press play all day with Nord CE4 Lite’s gigantic 5,500 mAh battery. You’ll even have enough juice to charge up your buddy’s phone with reverse wired charging
80W SUPERVOOC Fast Charging: Add excitement to your day with 80W SUPERVOOC fast charging, which fully replenishes the hefty battery in just 20 minutes, ensuring a day's worth of power in no time.
Superior snaps by Sony: Harness the power of the 50MP Sony LYT-600 main camera, bringing the capability to capture stunning Sony-quality photos and videos directly into your palm.
Boosted Battery Health: Battery Health Engine, with its smart AI and hardware combo, learns how you charge. It extends your battery life to 4 years, even with daily charges up to 80% or more. Easily track and adjust settings to get the most out of your phone.
Super Bright AMOLED Display: Dive into the world of bold colors and crisp visuals with 6.67inch 120Hz AMOLED Display. No more squinting outdoors or running for shade with our super-bright display that comes with 2,100 nits peak brightness.
Dual Stereo Speakers: Experience an astonishing 300% increase in volume with the OnePlus Nord CE4 Lite’s dual stereo speakers. You won’t need earplugs, but you might need to apologize to your neighbors for the party vibes!
AI Smart Cutout: Use AI Smart Cutout to swiftly edit photos, choose and personalize cutout selections, and share them with a single tap.
OxygenOS14: OxygenOS 14 isn’t just smarter—it’s designed to deliver sustained smoothness and security with guaranteed support for two major Android updates and three years of essential security updates.",Nothing found,Nothing found,Nothing found
https://www.amazon.in/dp/B0CX58MTNN,Currently Unavailable,Currently Unavailable,https://m.media-amazon.com/images/I/61nxQ62qglL._SX679_.jpg,"https://m.media-amazon.com/images/S/aplus-media-library-service-media/c5a5387f-fea2-4f95-8152-e7733ac8c6f2.__CR0,0,1464,600_PT0_SX1464_V1___.jpg|https://m.media-amazon.com/images/S/aplus-media-library-service-media/76ceb76b-1789-4142-a38d-a8b4cbb053b0.__CR0,0,1464,600_PT0_SX1464_V1___.jpg|https://m.media-amazon.com/images/S/aplus-media-library-service-media/82b501a9-25bb-42cc-9d0a-8736dcf1850d.__CR0,0,1464,600_PT0_SX1464_V1___.jpg|https://m.media-amazon.com/images/S/aplus-media-library-service-media/9a324e6a-df0f-493f-8da3-7e2850a5b2e3.__CR0,0,1464,600_PT0_SX1464_V1___.jpg|https://m.media-amazon.com/images/S/aplus-media-library-service-media/7a4a1d6f-deb7-4376-94e8-6be195834229.__CR0,0,1464,600_PT0_SX1464_V1___.jpg|https://m.media-amazon.com/images/S/aplus-media-library-service-media/a3614c0c-eb8f-4f99-b417-9b5107404eed.__CR0,0,1464,600_PT0_SX1464_V1___.jpg|https://m.media-amazon.com/images/S/aplus-media-library-service-media/901a4b42-7f4f-4fe0-ba52-dbb171095ca3.__CR0,0,1464,600_PT0_SX1464_V1___.jpg|https://m.media-amazon.com/images/S/aplus-media-library-service-media/8c51bbe2-982a-4dea-80fb-f501d7f640a8.__CR0,0,1464,600_PT0_SX1464_V1___.jpg|https://m.media-amazon.com/images/S/aplus-media-library-service-media/3936fa1a-31cb-41a3-82ca-97401bd26c88.__CR0,0,1464,600_PT0_SX1464_V1___.jpg|https://m.media-amazon.com/images/S/aplus-media-library-service-media/3af70211-85c2-4215-87e9-5e29e0968ea1.__CR0,0,1464,600_PT0_SX1464_V1___.jpg|https://m.media-amazon.com/images/S/aplus-media-library-service-media/160a0492-fe47-472a-a54e-8da06ff6cbfa.__CR0,0,1464,600_PT0_SX1464_V1___.jpg|https://m.media-amazon.com/images/S/aplus-media-library-service-media/593f7332-3312-4125-8889-8f3082559783.__CR0,0,1464,600_PT0_SX1464_V1___.jpg|https://m.media-amazon.com/images/S/aplus-media-library-service-media/f5aec288-0c07-469d-8e51-cceb4cb91d4b.__CR0,0,1464,600_PT0_SX1464_V1___.jpg|https://m.media-amazon.com/images/S/aplus-media-library-service-media/26ac1b03-55b5-47ed-adb5-57baabde4060.__CR0,0,1464,600_PT0_SX1464_V1___.jpg|https://m.media-amazon.com/images/S/aplus-media-library-service-media/6c36740f-9a11-4a36-91d3-9955d2e09a75.__CR0,0,1464,600_PT0_SX1464_V1___.jpg|https://m.media-amazon.com/images/S/aplus-media-library-service-media/87d35d46-aad9-4e4a-9013-be28aa70e2b6.__CR0,0,1464,600_PT0_SX1464_V1___.jpg",Snapdragon,"Brand OnePlus
Operating System OxygenOS
RAM Memory Installed Size 8 GB
CPU Model Snapdragon
Memory Storage Capacity 128 GB","Processor: The Qualcomm Snapdragon 7 Gen 3 chipset not only gives your Nord CE4 silly levels of OnePlus Fast and Smooth performance, but it also guards your battery life and maximizes power efficiency. What's more? You get to experience blazing download speeds up to 5Gbps deliver unceasing mobile gaming, work-from-anywhere productivity, and more
Design: OnePlus Nord CE4 comes in 2 colorways - Celadon Marble, a first for Nord and Dark Chrome, our signature variant. Oh, and it’s mega-durable… This phone’s bezel material is so tough, it’s thinking of taking up cage fighting. Seriously, we dropped it 1.5 meters onto marble, and it survived2. That’s tough as nails!
Battery & Charging: The most powerful fast charging in Nord history, with 100W SuperVOOC charging and 5500mAh Battery. Handle your low battery woes like a boss with 100W SUPERVOOC fast charging that boosts your phone to 100% power in 30 minutes. Smart Charging 4.0 learns your usage habits to optimize charging and prevent overheating and battery aging. After 10mins charging (from 1%), you get to enjoy · 7.3hrs of video watching (app:YouTube) · 19.7hrs of music listening (app:Spotify) · 10.9hrs of voice calling (app: WhatsApp) · 6.7hrs of social media browsing (app:Instagram) · 3.9hrs of gaming (app:Battlegrounds India)
RAM & ROM: No one likes a slow phone, so OnePlus Nord CE4 comes with 8GB of RAM and up to 8GB of virtual RAM expansion to keep your app switching and loading slick and speedy. Plus, you get lots of space for saving evidence of your adventures, with up to 256GB of storage (ROM) and a second SIM card slot that supports microSD cards for expandable storage up to 1TB!
Camera: SONY LYT-600 (IMX882) 50MP camera sensor with OIS ensures that you get more stable and clearer pictures, no matter off road or uneven terrains, capture moving subjects and your unshakeable spirit. Further, with flagship-level RAW HDR algorithm, OnePlus Nord CE4 has better photography performance when taking portraits in sunny day.",Nothing found,Nothing found,Nothing found
https://www.amazon.in/dp/B0CMTX362W,MRP: ₹13999 | DISCOUNT: 39% | PRICE: ₹8499 | URL: https://www.amazon.in/dp/B0CMTX362W,8499,https://m.media-amazon.com/images/I/71scmEdSC2L._SX679_.jpg,"https://m.media-amazon.com/images/S/aplus-media-library-service-media/80824180-fc01-43c8-a319-1eb4d719a838.__CR0,0,1464,600_PT0_SX1464_V1___.jpg|https://m.media-amazon.com/images/S/aplus-media-library-service-media/42820b52-a476-4a0a-bff4-ae4acbabf6ae.__CR0,0,1464,600_PT0_SX1464_V1___.jpg|https://m.media-amazon.com/images/S/aplus-media-library-service-media/eb02551b-9d85-4982-8e8a-e5964ecca724.__CR0,0,1464,600_PT0_SX1464_V1___.jpg|https://m.media-amazon.com/images/S/aplus-media-library-service-media/e7e93c1b-8b0c-4dba-84be-0a400c36f56e.__CR0,0,1464,600_PT0_SX1464_V1___.jpg|https://m.media-amazon.com/images/S/aplus-media-library-service-media/b47a1712-53d5-4a60-9011-07073990f21b.__CR0,0,1464,600_PT0_SX1464_V1___.jpg|https://m.media-amazon.com/images/S/aplus-media-library-service-media/ca4861ec-9384-4b42-8ac8-a6d30890aab6.__CR0,0,1464,600_PT0_SX1464_V1___.jpg|https://m.media-amazon.com/images/S/aplus-media-library-service-media/ee7aa939-7a97-4f90-8a31-f632dcc76e73.__CR0,0,1464,600_PT0_SX1464_V1___.jpg|https://m.media-amazon.com/images/S/aplus-media-library-service-media/adf1fcf8-845c-40f0-98d1-48711647041e.__CR0,0,1464,600_PT0_SX1464_V1___.jpg|https://m.media-amazon.com/images/S/aplus-media-library-service-media/4f4fdb98-5e0f-4b58-ab02-a360c992e32e.__CR0,0,1464,600_PT0_SX1464_V1___.jpg|https://m.media-amazon.com/images/S/aplus-media-library-service-media/94866d35-980c-4d2b-8fce-7fdb0651061d.__CR0,0,1464,600_PT0_SX1464_V1___.jpg|https://m.media-amazon.com/images/S/aplus-media-library-service-media/c4d65a01-dbf2-4968-b471-3c3f4b2a544b.__CR0,0,1464,600_PT0_SX1464_V1___.jpg|https://m.media-amazon.com/images/S/aplus-media-library-service-media/7657e080-dbe8-4c59-ae8d-fccf2283a968.__CR0,0,1464,600_PT0_SX1464_V1___.jpg",Snapdragon,"Brand Xiaomi
Operating System MIUI 14, Android 13.0
RAM Memory Installed Size 6 GB
CPU Model Snapdragon
Memory Storage Capacity 128 GB","Processor: High performance MediaTek G85 ; Enhance gaming with 1GHz GPU | 12GB of RAM including 6GB virtual | 6.74"" HD+ 90Hz display with Corning Gorilla Glass 3 Protection | 50MP AI Triple camera |Fast Side fingerprint | 5000mAh Battery
6.74"" HD+ 90Hz display with Corning Gorilla Glass 3 Protection, 600nits in High Brightness mode
50MP AI Triple camera with Primary sensor of f/1.8 (4-in-1 super pixel) with the following modes: Photo | Portrait | Night | Video | 50MP mode | Time-lapse | Classic film filters | Frame | HDR | Google lens | Voice Shutter",Nothing found,Nothing found,Nothing found
https://www.amazon.in/dp/B0CQG9N4Z3,MRP: ₹10999 | DISCOUNT: 36% | PRICE: ₹6999 | URL: https://www.amazon.in/dp/B0CQG9N4Z3,6999,https://m.media-amazon.com/images/I/51PQfSwIqyL._SX679_.jpg,"https://m.media-amazon.com/images/S/aplus-media-library-service-media/7947d3f6-e2b6-45cb-a1c2-caf099f24282.__CR0,0,970,300_PT0_SX970_V1___.jpg|https://m.media-amazon.com/images/S/aplus-media-library-service-media/1da77d49-e17d-43b8-a475-aa9e30b97771.__CR0,0,970,300_PT0_SX970_V1___.jpg|https://m.media-amazon.com/images/S/aplus-media-library-service-media/8454d36f-4945-4cfd-bc71-ed173958e674.__CR0,0,970,300_PT0_SX970_V1___.jpg|https://m.media-amazon.com/images/S/aplus-media-library-service-media/3777f566-96a4-447f-9ff3-9fede99d6c8c.__CR0,0,970,300_PT0_SX970_V1___.jpg|https://m.media-amazon.com/images/S/aplus-media-library-service-media/003f1ea3-7eb2-472a-8038-ff324f2ea814.__CR0,0,970,300_PT0_SX970_V1___.jpg",Snapdragon,"Brand POCO
Operating System Android 13.0
RAM Memory Installed Size 4 GB
CPU Model Snapdragon
CPU Speed 2 GHz","4 GB RAM | 128 GB ROM | Expandable Upto 1 TB
17.12 cm (6.74 inch) HD+ Display
50MP + AI Lens + 2MP | 8MP Front Camera
5000 mAh Battery
Helio G85 Processor",Nothing found,Nothing found,Nothing found
https://www.amazon.in/dp/B0CMTW9MVK,MRP: ₹13999 | DISCOUNT: 39% | PRICE: ₹8499 | URL: https://www.amazon.in/dp/B0CMTW9MVK,8499,https://m.media-amazon.com/images/I/71d1ytcCntL._SX679_.jpg,"https://m.media-amazon.com/images/S/aplus-media-library-service-media/80824180-fc01-43c8-a319-1eb4d719a838.__CR0,0,1464,600_PT0_SX1464_V1___.jpg|https://m.media-amazon.com/images/S/aplus-media-library-service-media/42820b52-a476-4a0a-bff4-ae4acbabf6ae.__CR0,0,1464,600_PT0_SX1464_V1___.jpg|https://m.media-amazon.com/images/S/aplus-media-library-service-media/eb02551b-9d85-4982-8e8a-e5964ecca724.__CR0,0,1464,600_PT0_SX1464_V1___.jpg|https://m.media-amazon.com/images/S/aplus-media-library-service-media/e7e93c1b-8b0c-4dba-84be-0a400c36f56e.__CR0,0,1464,600_PT0_SX1464_V1___.jpg|https://m.media-amazon.com/images/S/aplus-media-library-service-media/b47a1712-53d5-4a60-9011-07073990f21b.__CR0,0,1464,600_PT0_SX1464_V1___.jpg|https://m.media-amazon.com/images/S/aplus-media-library-service-media/ca4861ec-9384-4b42-8ac8-a6d30890aab6.__CR0,0,1464,600_PT0_SX1464_V1___.jpg|https://m.media-amazon.com/images/S/aplus-media-library-service-media/ee7aa939-7a97-4f90-8a31-f632dcc76e73.__CR0,0,1464,600_PT0_SX1464_V1___.jpg|https://m.media-amazon.com/images/S/aplus-media-library-service-media/adf1fcf8-845c-40f0-98d1-48711647041e.__CR0,0,1464,600_PT0_SX1464_V1___.jpg|https://m.media-amazon.com/images/S/aplus-media-library-service-media/4f4fdb98-5e0f-4b58-ab02-a360c992e32e.__CR0,0,1464,600_PT0_SX1464_V1___.jpg|https://m.media-amazon.com/images/S/aplus-media-library-service-media/94866d35-980c-4d2b-8fce-7fdb0651061d.__CR0,0,1464,600_PT0_SX1464_V1___.jpg|https://m.media-amazon.com/images/S/aplus-media-library-service-media/c4d65a01-dbf2-4968-b471-3c3f4b2a544b.__CR0,0,1464,600_PT0_SX1464_V1___.jpg|https://m.media-amazon.com/images/S/aplus-media-library-service-media/7657e080-dbe8-4c59-ae8d-fccf2283a968.__CR0,0,1464,600_PT0_SX1464_V1___.jpg",Redmi 13C,"Brand Xiaomi
Operating System MIUI 14, Android 13.0
RAM Memory Installed Size 6 GB
Memory Storage Capacity 128 GB
Screen Size 6.74 Inches","Processor: High performance MediaTek G85 ; Enhance gaming with 1GHz GPU | 12GB of RAM including 6GB virtual | 6.74"" HD+ 90Hz display with Corning Gorilla Glass 3 Protection | 50MP AI Triple camera |Fast Side fingerprint | 5000mAh Battery
6.74"" HD+ 90Hz display with Corning Gorilla Glass 3 Protection, 600nits in High Brightness mode
50MP AI Triple camera with Primary sensor of f/1.8 (4-in-1 super pixel) with the following modes: Photo | Portrait | Night | Video | 50MP mode | Time-lapse | Classic film filters | Frame | HDR | Google lens | Voice Shutter",Nothing found,Nothing found,Nothing found
https://www.amazon.in/dp/B0CMTY5P4V,MRP: ₹11999 | DISCOUNT: 36% | PRICE: ₹7698 | URL: https://www.amazon.in/dp/B0CMTY5P4V,7698,https://m.media-amazon.com/images/I/71scmEdSC2L._SX679_.jpg,"https://m.media-amazon.com/images/S/aplus-media-library-service-media/80824180-fc01-43c8-a319-1eb4d719a838.__CR0,0,1464,600_PT0_SX1464_V1___.jpg|https://m.media-amazon.com/images/S/aplus-media-library-service-media/42820b52-a476-4a0a-bff4-ae4acbabf6ae.__CR0,0,1464,600_PT0_SX1464_V1___.jpg|https://m.media-amazon.com/images/S/aplus-media-library-service-media/eb02551b-9d85-4982-8e8a-e5964ecca724.__CR0,0,1464,600_PT0_SX1464_V1___.jpg|https://m.media-amazon.com/images/S/aplus-media-library-service-media/e7e93c1b-8b0c-4dba-84be-0a400c36f56e.__CR0,0,1464,600_PT0_SX1464_V1___.jpg|https://m.media-amazon.com/images/S/aplus-media-library-service-media/b47a1712-53d5-4a60-9011-07073990f21b.__CR0,0,1464,600_PT0_SX1464_V1___.jpg|https://m.media-amazon.com/images/S/aplus-media-library-service-media/ca4861ec-9384-4b42-8ac8-a6d30890aab6.__CR0,0,1464,600_PT0_SX1464_V1___.jpg|https://m.media-amazon.com/images/S/aplus-media-library-service-media/ee7aa939-7a97-4f90-8a31-f632dcc76e73.__CR0,0,1464,600_PT0_SX1464_V1___.jpg|https://m.media-amazon.com/images/S/aplus-media-library-service-media/adf1fcf8-845c-40f0-98d1-48711647041e.__CR0,0,1464,600_PT0_SX1464_V1___.jpg|https://m.media-amazon.com/images/S/aplus-media-library-service-media/4f4fdb98-5e0f-4b58-ab02-a360c992e32e.__CR0,0,1464,600_PT0_SX1464_V1___.jpg|https://m.media-amazon.com/images/S/aplus-media-library-service-media/94866d35-980c-4d2b-8fce-7fdb0651061d.__CR0,0,1464,600_PT0_SX1464_V1___.jpg|https://m.media-amazon.com/images/S/aplus-media-library-service-media/c4d65a01-dbf2-4968-b471-3c3f4b2a544b.__CR0,0,1464,600_PT0_SX1464_V1___.jpg|https://m.media-amazon.com/images/S/aplus-media-library-service-media/7657e080-dbe8-4c59-ae8d-fccf2283a968.__CR0,0,1464,600_PT0_SX1464_V1___.jpg",Snapdragon,"Brand Xiaomi
Operating System MIUI 14, Android 13.0
RAM Memory Installed Size 4 GB
CPU Model Snapdragon
Memory Storage Capacity 128 GB","Processor: High performance MediaTek G85 ; Enhance gaming with 1GHz GPU | 8GB of RAM including 4GB virtual | 6.74"" HD+ 90Hz display with Corning Gorilla Glass 3 Protection | 50MP AI Triple camera |Fast Side fingerprint | 5000mAh Battery
6.74"" HD+ 90Hz display with Corning Gorilla Glass 3 Protection, 600nits in High Brightness mode
50MP AI Triple camera with Primary sensor of f/1.8 (4-in-1 super pixel) with the following modes: Photo | Portrait | Night | Video | 50MP mode | Time-lapse | Classic film filters | Frame | HDR | Google lens | Voice Shutter",Nothing found,Nothing found,Nothing found
https://www.amazon.in/dp/B0D54GQVRN,MRP: ₹10999 | DISCOUNT: 18% | PRICE: ₹8999 | URL: https://www.amazon.in/dp/B0D54GQVRN,8999,https://m.media-amazon.com/images/I/81JjTw28j8L._SX679_.jpg,"https://m.media-amazon.com/images/S/aplus-media-library-service-media/4c7073f8-adab-4351-a431-511899241af0.__CR0,0,1464,600_PT0_SX1464_V1___.jpg|https://m.media-amazon.com/images/S/aplus-media-library-service-media/5e022398-dcdf-4aec-9b46-f12f7470543a.__CR0,0,1464,600_PT0_SX1464_V1___.jpg|https://m.media-amazon.com/images/S/aplus-media-library-service-media/0b98a462-555e-4040-a959-756ec240236d.__CR0,0,1464,600_PT0_SX1464_V1___.jpg|https://m.media-amazon.com/images/S/aplus-media-library-service-media/2101169c-da36-4e11-ac02-51d83290f5f8.__CR0,0,1464,600_PT0_SX1464_V1___.jpg|https://m.media-amazon.com/images/S/aplus-media-library-service-media/cc782936-507b-4980-af95-73c8419b9adc.__CR0,0,1464,600_PT0_SX1464_V1___.jpg|https://m.media-amazon.com/images/S/aplus-media-library-service-media/d4e19ec6-c04b-4cdb-ae95-9fd10a167925.__CR0,0,1464,600_PT0_SX1464_V1___.jpg|https://m.media-amazon.com/images/S/aplus-media-library-service-media/522b1662-b6c3-472e-bd35-2de6ec5d5e80.__CR0,0,1464,600_PT0_SX1464_V1___.jpg|https://m.media-amazon.com/images/S/aplus-media-library-service-media/5f72098e-e77c-40a7-bd6d-32da1d9c7f53.__CR0,0,1464,600_PT0_SX1464_V1___.jpg",Snapdragon,"Brand realme
Operating System Android 14
RAM Memory Installed Size 4 GB
CPU Model Snapdragon
Memory Storage Capacity 128 GB","Three-in-one charging system Smooth and stable switching between fast and universal charging, no intermittent charging phenomenon Intelligent charging protection mode Learn the user's habits, enter the sleeping mode, slow down the mobile phone charging protection or stop charging protection,delay the battery aging.
7.74mm, the thinnest body in the segment 5% thinner than the average thickness of segment's competitors.
The Leather Blue version of N63 uses vegan leather back panel, previously only utilized for flagship-level smartphones. It not only offers a texture that surpasses back covers made of similar materials but also provides resistance against stains and durability. The N63 truly offers a comfortable feel with its plain leather design.
The purple version of N63 uses micro-nano lithography process. Adopting advanced lithography technology in the industry, achieving nanometer-level precision to ensure the accuracy of pattern lithography.
The purple version of N63 uses micro-nano lithography process. Adopting advanced lithography technology in the industry, achieving nanometer-level precision to ensure the accuracy of pattern lithography. AI Boost Mode consists of two parts, Smooth Boost and Game Boost, which can effectively improve system smoothness and enhance game performance.",Nothing found,Nothing found,Nothing found
